text,label
重温，观感更差了，空洞、乏味、无聊、腻歪，恕我欣赏无能，再扣1星。,2
只要和你在一起，就是天堂,5
"i can't carry the ring, but i can carry you.  ！！！4个多小时太特么精彩了！！平凡的人也可以成就伟大，各种戳泪点。 三部曲，加起来超过15个小时，天知道我有多么不舍得它完结。",5
你站在桥上看风景，看风景的人在楼上看你，明月装饰了你的窗子，你装饰了别人的梦。,5
总结阿甘的人生，觉得他很幸运，从军队到做生意，就像开了外挂似得，幸运之神一直在眷顾他。但是在感情方面就没这么顺利了，在母亲，爱人，朋友方面都受过挫折,4
以后不会有第二部电影让我如此痴迷,5
这部电影真的好好看，不愧是经典中的经典！,5
"非常认同这个评论：傻逼右翼政治宣传电影
如果中国人说他经典，我只能说你太装逼",1
"在船上出生，在船上死亡，他是一个从来没有存在过的人。
第一次放弃下船，他放弃了财富和名气。
第二次放弃下船，他放弃了生命。
人们把音乐当成一种比赛，他不在意虚名和输赢。
人们想利用他的才华致富，他不愿意让他的音乐离开他。
人们浪费了太多的时间去问“为什么”，他想活得简单点。
宁愿一生孤独，不愿随波逐流。
人可以下船，但是不能离开大海。
每个人的心中都有一片海，而他的大海是音乐，是钢琴，是那个女孩。",4
看起来像是肤转版《触不可及》+《为黛西小姐开车》。影片一是人物交待漂亮二是分段做得好，每一个地方一个故事一场演出唐都换一种情绪，男男主角的关系也更进一层。肤色对调之后，不再是高高在上的白人同星期五做朋友更显其包容高贵的老套路。按理身处上层阶级的唐越往南就越得依靠下层阶级的托尼，越显出前者悲苦无奈而后者自在快活，仅仅因为他的肤色和性取向，于是越见社会中偏见与歧视越见刺痛。,5
反抗，反抗，再反抗,5
这片真正的反派不是导演 而是电视机前的你我他,5
烂烂烂，我00后 ，觉得非常难看。,1
看过，记得看后觉得略微无聊。小时候电视播过赫本剪头发印象深刻。那个年代好流行少女配大叔男主角啊。流行的男演员都是略老类型的。成熟吧hh,3
献给导演认真的态度和无数个小高潮,4
看完两杆大烟枪，我又看了坑蒙拐骗，摇滚黑帮，而后又看了宁浩的疯狂的石头，疯狂的赛车，都很不错，有一些共同点，很喜欢,5
剧情乱糟糟啊！渣画风啊！妖怪各种难看啊！小白是塔矢变身是龙狗啊！无脸男是大虚原型啊！对龙猫里大吵大闹姐妹俩够无感了，千寻性格表情更难受啊！偶尔回忆还裸镜啊！主题再深刻再感人有毛用啊！原来这部这么坑爹啊！,2
卓别林在酒馆唱的曲子好像叫smile,4
对比卓别林成熟时的电影，这里有些段子重复性强且幽默性欠点。但我突然发觉他演的卑微感，富人的刻薄与穷人的温暖，很有当前中国社会的影子。当好莱坞对这种题材早已完全不感冒时，国内影坛却很青睐这种小人物，我们还是在呼唤别人八十年前关注的道德感。当然，拳击台那段子太经典太搞笑了。,4
久负盛名的《罗马假日》，可能我期待值太高了，觉得这既不是赫本最好的故事，也不是她最好的演出，各怀私心盲打误撞的惺惺相惜，难以自圆其说是多浪漫的爱情。《罗马假日》显然是过誉了，戏外故事大于电影本身，这是赫本第一次作为主角演出，正当年的姑娘，从此成就了“天使在人间”的佳话。,3
这个世界还是有很多美好的，特别是富翁喝醉后的夜晚；要是我，拿了那朵花就闪人，可能也不会承认就是那个人，留给人家充分的想象空间,5
亲情催泪弹。所以，动画会不会好看，除了技术，更重要的还是如何讲好故事，把感情放进去，借作品把情感传递开，包括这部以及头脑特工队等很多能成功，皆是如此。不过，有些人似乎总是搞不懂这件事。,4
老人理解老人，矮子理解矮子，贫民窟理解贫民窟，父子不合理解父子不合，甚至天气都可以影响到人对生死的决定…人在理解他人时都会先从自身经历出发。子非鱼，所以需要陪审团去尽可能拼凑出defendant更完整的画面。说到最后其实也只是有一半not guilty的可能，不代表绝对无罪，但人性的善良和对人权的尊重让陪审团选择从无，看到最后很感动。学到了很多，thanks a lot,5
一部即使剧透也绝不影响你欣赏它的完美的电影。,5
请允许我不严肃地萌一下这片，前面太欢乐了。姜文果然是个奇才啊。相对于同类题材的应该算是很全面也比较客观地展现了真实的“日本鬼子”的形象和战争中的中日军民关系。,5
还有个办法就是在地球上多造点休眠仓什么的，大家躺进去睡，等沙尘暴过去再起来，钻出来都是百岁老人，多欢乐,4
虽然又是一次政治正确，但看完后觉得整体挺好，小动物的设定很好，主题曲不错，适合全家去看的。,4
救命啊 其实片子本身真的不错的 但是大叔和萝莉这个设定真的很让人不舒服 可以理解Leon是第一个对她好的人 但是为什么要上升的这种层面,2
终于补完了李安的“父亲三部曲”，这部《喜宴》更是将细腻无言的两代情谊表现得如同平静的滚水，李安客串两秒，一句台词：这就是中国人五千年来的性压抑。突然很怀念李安自编自导的九十年代初的日子，如今可能无法再有这样叩心的脚本，因为这已是个缺乏诚意和情感的年代。| 重看方才品出“老张”这个空气角色的暧昧与多义。（2K修复，FUN，2021.3.7）,4
昨天刚重新看了一次 感觉这部比较平淡 算是为仙履奇缘做铺垫 也有些搞笑的元素 还是很好看很经典的一部电影,4
什么都有，让票房在笑声中再飞一会儿吧，很黄很暴力，很妙很有瘾。,5
除了特效，什么都没有。,2
挺好看。,4
大叔和萝莉的爱情让人羡慕，真的挺好的，结局看哭了。,5
Green Book是通行指南啊。实在太一般了。上路前对维果的形象刻画非常有效，把在那样家庭背景、历史环境中的复杂性格塑造出来了，然而之后的转变却非常突兀，缺少动机。真的是“音乐的力量”还是“人格的魅力”让他一下子就从一个对有色人种充满嫌弃到由衷接受吗？这种原本根深蒂固的“认识”却没给二人造成什么冲突矛盾真是辜负了之前的性格铺垫。叙事段落感太强，缺少起承转合，每段看前一个镜头就知道下面要做什么，完全没有出现任何惊喜，后半段几乎无法集中精力，全部在意料之中，一篇篇精致的套路，但画面很美，从穿戴到家居到那辆车。有笑点，但都太直白了，全是只舍得转一个弯的。确实容易引发大众喜欢，不用费脑子，笑料简单，故事主题没有抛出任何思考，画面精美，喜闻乐见。维果的表演非常到位，少了他影片难以及格了。,3
以后谁再跟我说伟大的经典情怀必看什么的我就扇他。。,2
"2020.04.05 重温《摩登时代》，伟大的喜剧的内核是悲剧，本片在喜剧的外表下反映的是美国大萧条，工人失业。主人公不要freedom 宁愿待在号子里。如果外面的世界足够美好，谁愿意进去，而且是三番五次。之所以造成大萧条，重要的原因是资本家的压榨，一个人代替三个人工作，压榨了一个人，资本家便获得足够多的利益，在利益面前，资本家什么事都干得出来的。被压榨的工人被“异化”，整天在流水线上拧螺丝，最终精神异常。那时候的美国反共，主人公意外卷入大游行，又再次锒铛入狱。在本片中主人公入狱的次数太多。女主说“努力也没有什么用”，男主还是叫她振作起来。影片的结局他们携手走向阳光大道，但真的是阳光大道吗？ 如今我们国家依旧是资本大行其道，资本使人异化也数不胜数，真是超越时代的佳片。P. S女主好美。",5
他笑着问：“你觉得是金毛温驯还是萨摩耶温驯”我哭着说：“柴犬”,5
被片尾的“请勿向未看过本片的朋友透露结尾”萌到了！防火防盗防剧透！PS：祝自己生日快乐鸭。,5
不是很适应黑白片子，但电影很令人震撼和感动，给人带来极大的思考。,4
没有对白，没有煽情，却感动的我想哭。卓别林的杰作再一次让我看到所谓“喜剧大师”冯小刚的局限。所谓城市之光就是一颗善良的心,5
4.5。有声片的幻象建构在对无声片幻象的打破之上，甚至“打破”这个动作也被叙事缝合，成为有声幻象的一部分。剧作的断裂感严重，但每个段落内的幻象都能通过夸张化的音效和永远精力充沛的舞蹈动作来维持对观众的吸引力，而声画关系的凸显不仅是喜剧梗的源泉，更参与了对人物的塑造，甚至从结构上决定了剧情的走向——声音和歌舞成为一种生存能力，天生具有它的人才能不被时代大潮拍死在沙滩上，而女二又做错了什么呢？这片的底色其实相当残忍无情啊。以及，黑白到彩色的过渡被有意弱化了。,4
Up的一体两面，成长的代价与偶像的崩塌，但墨西哥元素揉的实在太巧妙，煽情起来也依旧让我难以招架。,5
奥黛丽·赫本太美啦！这是一个美丽的爱情故事！,5
好感动，喋喋不休的小胖宝可爱啊。,5
我们如此努力不是为了让外界因素改变我们，而是为了改变这个世界,4
男主角是典型的正统直男。我只喜欢开始那段，也就是正太部分，更多时候我觉得很做作。,2
歌儿很好听，港片经典！,5
用这样一部浪漫温情的电影开启2020年真的很美丽人生了。任何一部位列口碑或者票房影史巅峰的电影都会被认为所谓【过誉】或者【不配】，其实无论是评分还是票房都是无数平凡的观众们一点一滴积累起来的，还是非常佩服贝尼尼能够想到这样一个极致温情的故事并亲自演绎了出来，两次正步走的画面都让我头皮发麻。映后互动真的挺不错的，大家都非常喜欢那份胶片书签啊，和电影一样浪漫美好。和《钢琴家》正面直接展现纳粹的冷酷不同，本片用最极致的温情去衬托出法西斯的可怕。即便在最残酷的年代经历最残酷的事情，有些美好和善良依然值得用一切甚至生命去守护！！！,5
经典的电影，为爱而穿越时空救人，唐僧的only you，莫文蔚的白晶晶，都是经典的回忆！,5
抛开偏见，独立思考真不是一件容易的事。有勇气去做还能坚持，是一件了不起的事。,5
如果仅仅说政治正确那就太低估这部电影了。尽管剧情基本都在意料之中，但看的过程实在舒心温馨。莫滕森跟阿里两个人莫名的特别搭，以公路喜剧片为壳，讲述的是关于种族跟尊严的核，时而心酸时而温暖，节奏张弛有度，情绪恰到好处。大赞。,5
嘛叫编剧功夫？界就叫编剧的功夫！,5
这次不是拉布拉多，不是金毛，是默默无闻的秋田犬~在电影的最后部分我哭的稀里哗啦，意气风发的八公老了，脏了，以前不怎么喜欢他的女主人抱着它感动的流泪，大雪纷飞的夜里因为有火车来了八公又在等，似乎是回光返照般的看见男主人一如从前那样从火车站里走出来张开双臂要拥抱他~其实狗狗什么都知道,5
"彼得大帝告诉你：什么叫做史诗！
本片荣获第76届奥斯卡最佳影片、最佳导演、最佳改编剧本、最佳视觉效果等11项大奖，和《泰坦尼克号》《宾虚》并列“获得奥斯卡最多的电影”。",5
这他妈太现实了。摩登时代就是换着花样真假坐牢。仅存的autonomy用来死撑一个蜗居，崩得永远比修得快。,5
N刷过的反战经典！自古是非善邪有标准，不能以立场来划定。,5
不朽的近义词,5
姜文玩出来的电影，从头到尾都很放松，或者是太放松了，节奏总有点怪，有些情节也太儿戏。对白也不好，细节不如《鬼子来了》那么智慧，即便如此，这仍然是今年华语片最棒的。或者只能怪剩下那些太面货。请千万一定尽量降低期待。重看一遍，感觉这片舞台味真重啊。,3
"We stand here today, together as one. You brighten my days just like the sun. I see you, finally. （同猴子叔，女主角和大都会那个长得好像。）",4
剧本居然收入人民教育出版社教材，可想而知对我国的巨大影响力。,3
会在这里等着你回来 一直等着 它们的世界 那么纯粹 是它们愿意守着你 陪伴着你 泪目 认定一个人 就是一辈子了 ,5
阿姆斯特朗说：《盗梦空间》的一小步，是电影史上的一大步。,5
还不错，葛优挺搞笑，一直没等到2,4
伟大的作品。国家强大的原因。,5
恐怖又恶心，但是是部好电影，可解读的地方很多。1.脑洞剧情恶心又惊悚，绝妙，偶尔我也在想现在身处的世界是真实的吗。2.在楚门和初恋相遇时，深刻体会到了哪怕世界是虚假的，但是人是真实的，楚门的行为心理动作都不是被安排好的，世界外的观众透过镜头去看一个真实的人如何在虚构的剧情里反应还挺有趣的。3.故事里的导演从头到尾都是个会赚钱、懂得怎么拍片的才人吧，反应够快把镜头切给航海逃亡的楚门，接上了剧情，“出生—成长—死亡”，给观众展现了楚门完整的一生，虽然楚门的“死亡”用逃出片场来代替了，很圆满，如果我是观众不会觉得缺了一环。最后还和楚门来个了对话给了他华丽退场的good ending，上升了一点点英雄形象，结局非常完美的真人秀。4.最后，在楚门的世界里，能够触摸到世界的尽头，世界是有边界的，好好哦。,5
萌萌小兔子（不能说cute！！）和Han Solo气质的狐狸太萌啦，绝命毒师梗和教父梗笑死我……,5
二战纳粹集中营，如何能上演一出喜剧？罗伯托·贝尼尼饰演的犹太父亲圭多，以父爱之名为儿子编造的游戏谎言，使这本被死亡阴云笼罩之地充满了阳光，他害怕儿子受到伤害为爱做出的诸多滑稽，令人在忍禁不俊的欢笑间给每一个观众带来了挚诚的感动，人生都是美丽斑斓的，心若阳光 何处无美丽！,5
"1.用发展的观点，看问题 2.任何年代，苦的，始终是百姓",5
伦敦口音太他妈好听了，我一边看一边模仿的叽里咕噜，啊这种夹杂着粗话的伦敦腔真是正点啊好想学。黑帮元素齐全，音乐和轻佻的节奏让实际上略显杂乱的时间轴叙事线获得了意想不到的和谐感，结尾的死亡被简单的化解为一个玩笑和结局而丝毫没有沉重。盛世中的荒诞感？,5
2020.2.25 with 托托,5
"本片充分放大了中国传统喜宴的面目可怕，担心大家感受不够充分，酱油李安还适时给大家画了个重点哈哈哈
赵文瑄年轻的时候真是帅啊，上网随便搜了一下近照，已经成了油腻的大叔了，岁月是把整（hui）容刀啊
最后一个镜头我服气，但我不觉得这是喜剧。",4
我们那么努力的奋斗，不是为了改变世界，而是为了不让世界改变我们,5
结局过于仓促了点，但过程却是那种的清新而美妙！遇到一个对的人那种瞬间悸动被导演还原了，再次带观众清纯年轻了一次，回想那一年的怦然心动！★★★★,4
经典电影之一，玄幻，穿越，爱情，神话，仙侠各种题材集为一部作品，也有点烧脑，所以看了几回！建议一二连着看✌,4
完爆冰雪超能头脑，动物再次证明了动画片不止是给小朋友看的，而是全年龄段和世界级的，尖端数码特技、新意剧情、老梗新用搭配萌Q画风，乌托励志、搞笑温情、自然销魂、阴谋反转，用动物来映射人类，涉及种族歧视和两党斗争，无论从制作技术还是政治倾向或是社会意义来说，基本锁定今年奥斯卡最佳动画,5
最真挚的爱情，有时候真不需要太多的言语，连执手相看都不需要，只是纵身一跃，跟去天涯海角。,4
除了少数全景特效镜头，通篇唠叨+特写+浅焦，达不到2001的默片式太空景观，好歹要像地心引力那样运用景深进行视觉化展现，坚守IMAX胶片拍摄结果全用来拍人脸，想普及科学知识科普片都比你深入浅出视觉性强，这货根本就不是太空电影不是sci-fi整个一melodrama。All you need is love？滚粗吧,2
专注力决定我们能否把一件事做到极致！,4
太神了，甚至在其他角色当背景板的时候他们的动作都是符合性格的，十二角色但每个角色都性格鲜明，每个人铺垫的背景细节都用上了，再次证明好电影不需要大场面而是更在于台词和故事，可以感受到每个角色投票的变化都有他们自己的理由，最后刽子手语无伦次地说有罪又流着泪说无罪的时候真的很震撼。最后也不知道案子的真相，只是证明立场影响记忆，以及很多人有思考能力但从不逼迫自己思考。陪审团这个位置很有意思，它有决定别人生死的权利，但是又离直接的程序过于遥远让人以为自己无足轻重，以至于变得儿戏。,5
一个内心坚强有信念的人,5
奥斯卡得的实至名归，以戏谑的方式调侃美国还蛮有趣，我几次被感动的要哭哇，果然我的审美还是比较主流化,5
看完流烂地球2，回想起9年前的星际穿越，真的欠星际穿越一个好评,5
初中看得时候还哇哇感动，现在这就是一部极致男本位➕恋童癖的意淫，恶心死了,1
他说，不要放弃希望。,5
你爸的印度电影不唱歌跳舞会死吗会吗？自省 煽情 励志 看完挺高兴的 ,4
反思二战德国的电影已经拍得够多够好，我每每被打动，却总觉隔岸观火置身事外般疏离。二战在中国也同样残酷，我或许听人用令人颤抖的语言讲述过那场浩劫，也在影视作品里看过许多残酷暴行与英勇反抗，但我未曾如看完《鬼子来了》后这般痛苦难受，它太真实了，仿佛置我于此情境中。姜文功力一流。,5
"you are my girl 我听过最动人的情话 一生的痴守 被阿甘喜欢的Jenny真的很幸运吧 
阿甘很厉害 奇迹在他身上出现 而他也创造了奇迹 ",5
这是姜文最好片。让人为民族落泪。,5
前两个小时，以为是一个富二代花样任性，试错成本更低的故事。后一个小时，身份揭秘，瞬间升华了呀，找到你所爱的事业，做你自己，不要被世俗的价值观所捆绑。全篇有笑有泪有歌舞，有友情有爱情，有亲情有师生情。有青春有热血，有分别有团聚，有新生有传承。除了结局略微杰克苏了点，一切都是那么好呀。“All is well 一切顺利。”,5
官场现形记，主角写的真好,3
感受很复杂，以硬科幻的角度看有5分，以人文科幻的角度看3分。前一个小时非常好，就这样一直旅行下去，完全满足星际旅行病患者的需求，这片会被称为神作。可惜非要加入感人肺腑的家庭情节，进入黑洞以后剧情急转直下，怕观众看不懂什么都解释，就毁了。醒来问都没问句儿子，真寒心啊。,4
喜剧中带着忧伤。巨型齿轮的那个桥段真是深入人心，其他片段也都有印象。,4
何勇说：找个男（女）朋友，不如养条狗。,4
开头的五分钟就可以秒杀绝大部分电影,5
你有没有爱过一个人，爱到像条狗，摆着尾巴等他丢个球,4
《让子弹飞》是真的难看。像看了十几年前的我丝毫不会感兴趣的电视剧一样，感受了一下姜文非要乱加各种隐喻装逼来让粉丝跪舔，把厌女和低俗毫不掩饰地打到脸上。除了最后一路凯歌的胜利和悲惨的现实对比之外，实在不知道到底有什么好吹的。,3
2020.01.05 4k修复影院重看 5-2-1 非常惊异甚而愤怒。后半段为了延续前半段的喜剧风格而选择继续用夸张的表演和谎言来对比掩盖或粉饰集中营的残酷，小男孩的存在如恶意炮制的美好幻想割裂着谎言的世界与本该更多凝视的苦难，到最后这种失效的幽默甚至使得那片雾中的骸骨山比周遭显得更像虚妄。死于机枪下的贝尼尼看似悲情却套路十足，结尾美国大兵开着坦克穿过着囚服的人群则更像是导演的献媚心切对受难者的又一次羞辱，令人哗然。,2
父爱，感动，希望也会有个人每天每天快乐地叫我公主。类似的电影从来都不敢看第二遍，战争太残酷。😔,5
为了演印度公主才去看奥黛丽赫本演公主的！派克太雅了@HSASNU S2,5
"来刷一星的脑残粉
气急败坏的样子真的丑陋",5
恶俗、经不起推敲的细节，俗气无比的结构，满嘴跑火车的男主加上智商为0的德军，难怪频繁出现在“最过誉影片”之列。我不会说我分了两次才看完，其中还忍不住关掉一次，换成【八部半】看了半小时。,2
肯德基年度推广大电影,4
重看。给巩俐加戏是对的，她演得最好。袁二爷对程蝶衣是真爱。嫖客群惊现黄磊。结尾吴大维演了个红卫兵，后来他又在《鬼子来了》结尾演了个国军军官。,5
和小时候的记忆一模一样，于是之真的是演神了,5
我肯定看过,5
我们又何尝不是生活在四处都是1984式摄像头的美丽的楚门的世界中？从小被精心编制的谎言所操纵，头脑中是被植入的各式广告，自己只是大数据中一串数字，高墙之内处处皆是电幕，背后有人看着你、看着你。,5
故意耍酷装无厘头，不知所云，难看至极，感觉是周星驰电影的分水岭。不过里面的黄圣依真是颜值巅峰,2
经典之所以经典，是因为每次回忆起这部影片的时候内心总有那么一些温情和感动,5
对不起这就是豆瓣Top250的第三名吗，是不是男导演都觉得女人私生活一定要很混乱，配不上男主的真心，但是要留下一个他的种然后远走高飞？最后得了绝症还要回来找男主？也许有一点是对的，男人只有傻了才会这么专一🥺,1
嘻嘻笑笑，最后真动人，原以为会错过而不相识，但是这样的遗憾多不应该出现啊，所以，结局真好。,5
绝对难忘的一部片子----影片结尾美国大兵的那句 hei! boy! 叫人已经凉透了的心又感到了温暖。,5
剧情挺荒诞，也蛮搞笑，虽然看过很久啦，还能记住一些片段。,4
打拳击那段很搞笑，其余情节笑果一般，还算温暖的一部默片，从现在的角度来看结构简单了点，很多情节可以再发展发展，如果我是导演，结局卓别林不会和卖花女相认，当个路人默默祝福或许会更好。,3
"优秀的如此遗憾. 仿若是黄皮肤的库斯土里卡.

大三背着豆子刚刚进入县城时，姜老师用了一个跟拍的“巡礼”式长镜头为我们展示了一副日据时期小县城的风貌图。仅仅一个镜头 人物呈现之清晰 空间描摹之有力 为十余年来大陆电影之仅见也。",5
妹想到，老娘弯了一世，被一只动画狐狸掰直了。兔子我也爱！迪士尼启用女性主演真是太成功了，迪士尼现在从小孩就倡导的男女无差别教育好棒噢。警局前台基佬豹好萌！,5
算好莱坞电影史故事了，故事不能说精妙，但确实好看呀，让我微笑了一整晚上。两个明显爱尔兰裔的好基友跳着踢踏舞，闯进摄影工作室，成为大明星，也是时代缩影吧。那时候的演员，个个身怀绝技呀，会唱会跳会演的。,4
情绪崩溃的时候就看这个，不知道为什么很治愈。,5
大半时间各种捧腹，结尾却忍不住落泪~不愧是卓别林，兼具批判性、幽默诙谐与暖洋洋的正能量！在查理最后一部默片中，流浪汉与卖花盲女的爱情不知感动了多少人；笑点源源不断，拳击戏更是无与伦比；结尾被评为影史最佳结尾。当代的肥皂剧有几个能达到这种笑中带泪的喜剧片最高境界？（9.5/10）,5
最后她看着他 令人动容 永恒的经典 wonderful 喜欢的场景有三个 1.公主边吃东西边说 champagne please 俏皮的表情 2.公主坐在车上 车莫名其妙的行驶 3.乔把手伸进去装作被咬断,4
又一遍，真过瘾。,5
也许爱情可以跨越年龄这道鸿沟，在片尾小女孩埋葬他的骨灰时希望她更能勇敢的往前走,4
1个半小时后的舞蹈实在太拖了。总体还是很欢乐。,4
泪流满面……,5
剧情需要时间来发展和呼吸，《指环王1》则是毫无联系和剧情混乱，不断在长途跋涉中加插与生物搏斗和场景轰炸，动作场笨重又累赘。戒指的处理频率太高、太公开、太不小心，这就轻视了这个神秘又危险之物，它会带走了故事的大部分力量。萨鲁曼太早出现，且老出现，失去了那种神秘色彩和恐惧感。,2
爱人的信任不如被拆穿的仇人证词更值得采信！,5
希望每个人都能遇到这样的女孩，吻醒那些腐朽的心。,4
"即使是悲惨世界,也要大大的笑着.",5
"“这世上只有一种病，就是穷病。”
不能说程勇一直是个大好人，他一开始是因为缺钱才去买药，最后帮病友再次买药也是因为手头有了钱，有了资本行善。
很现实、很难过的是，一切的转折点都是钱。
但在这部片子里看到了善良的力量，
程勇明知犯法，毅然决然继续低价卖假药，送走了儿子，走向了监狱。
黄毛自己开走载满药的火车，不幸被撞身亡，换来了程勇幸免于被抓，药源暂时不会被断。他才20岁，他特意剪了头发回家看看，可…，他只是…想活着啊！
牧师冲上讲台，揭露假药行为，避免更多病友受害。骗病人钱是会下地狱的！
曹斌顶着上司催促办案的压力，接受处分也不想继续办案。他知道…这是在断病友的活路。
还有曾经卖假药的张长林，他被抓也没有供出程勇，还有点良心。
他们可以不那么做，即使逆风而行，也选择了善。
改变，需要这些人。",5
5 stars only for the ceiling that full of letters at last......Not been such sentimental actually. I should give it 4....damn ,5
大众经典我从不感冒，为什么？我欣赏水平不行？,2
美丽的人生是即使那么悲惨也要大声地笑，人生是笑了才美丽的。,5
经典电影 看完以后感触不是很大 额 随大流给个四星 ,4
很棒的一部电影，一部完全不需要女主女配的电影。有时候想想，我们国产片为什么走不出国门，我觉得广电也有一定责任，这不许拍那不许拍，就比如这类型的电影，很喜欢这类型的越狱题材，还有美剧的越狱，我看的第一部美剧，真的好好看。我们国家的电影或电视剧，基本没有关于这种类型的题材。万恶的广电,5
台词，镜头，旁白，造型，剧情，配乐，表演都甚是完美。熬过了前面的十几分钟，后面真是高潮迭起，精彩！,5
卓别林的默片现在看来仍然极具魅力,5
还是关于尊重,4
很感动，最后哭的稀里哗啦，狗对你来说只是个过客，可你对他来说却是一辈子,5
烂俗得不行，而且这片里的意识形态让我很恼火：一个小孩在不停地在遗传学上为自己的天赋寻找合法化的证明——“我一直觉得我和家里的成员不同，我现在终于知道是为什么了！”qnmd,1
理论完全不懂，蠢了傻了地方肯定多，父女情也算不上打动我；但有人拍这样的科幻大片真好,5
看完以后久久不能平静，因为这部电影不仅仅是表达了父亲对儿子的爱，更让我感动的是父亲教会了儿子一个道理，就是不论在什么情况下，都要有一个乐观的心态，不放弃希望，幸福就会到来,5
爱让里昂心甘情愿有了弱点。别名可以叫这个杀手有点萌，全程无尿点高能好片。,5
我有一个长长的望远镜，一直能伸到你的家里，你说什么做什么我都能看得到。,5
隐喻的前提是有故事性，有故事性的前提是自洽的设定，然而影片毫无规则，随心所欲，只是一个碎片般的世界，华而不实，空虚无物，什么都承载不了。,1
好像凡是跟印度有关的我就= =,2
杀手不冷，萝莉坚忍，他们的那种爱与不能，细腻、动人、深刻。这种最内敛最纯粹最真挚的情感，融于那每天清理的那盆栽里，还有一贯的黑色朴素。这位怪蜀黍杀手却这么可爱这么温柔，从此喜欢上让雷诺，大爱娜塔莉，加里奥德曼也残忍地如此悚然。8.9,5
不太像皮克斯的作品，太直给了。很重要的两个梗都提前猜到，所以惊喜也欠奉，更谈不上被感动哭……但视听系统很完美，音乐和造型都可爱死了。,4
想起了暮年金刚狼、想起了林奕含、想起了程蝶衣，人生真的很苍凉，人类发明一切事物都是为了抚慰人类永恒的孤独，可是没有任何东西能对抗这种孤独。特别能理解男主不下船，在船上已经这么孤独了，下了船不知道还要经历多少挣扎，还是早点结束这一生吧。,5
前半部挺好玩，老头子跳舞很欢乐。后半部为了剧情的吸引，拍的太用力，编的有点假。还是这类片子的老套，好人坏人界限分明，男主角牛X，女主角永远是无脑花瓶，和一个有钱傻X结婚后被抢走...或许是我对电影的期许太高，或者是心境变化太大，反正最近真的不想再看这种励志片了。,3
很经典制作很用心的动画片，当今国产动画真的在倒退啊,5
香港电影的巅峰之作，质量不错，导演功力深厚，编剧也很棒，演员演技在线！,5
从咬牙切齿看到热泪盈眶；几乎包罗了所有个人所讨厌的所谓“中国人”习气，但总觉得后面节奏有些不对………………,4
要音乐学院的才看的懂吗？打败爵士乐鼻祖杰尼那里牛掰在哪儿？因为弹的快吗？,2
"看过很多遍，我会背很多台词：我想和你做爱，我见你的第一眼就想和你连续做三次爱。如果你违反了三条规定中的任何一条，你的得分就会被扣光：一、如果你哭，二、如果你想要见妈妈，三、如果你饿了，想要吃点心！想都别想！第一句爱情性感，第二句父爱如山 
最爱的还是那句：早安，公主！",5
"《指环王》三部曲当得起史诗电影这四个字。

看完第三部甚至有些头疼，一方面因为4个多小时的时长，接收了太多太深刻的内容，二是观影时太过投入感情，无数次泪目。

烽火接连点燃的壮美、皮平唱歌的伤感、洛汉骠骑出征的震撼、王女伊欧文刺杀戒灵之王的勇敢、山姆对佛罗多的不离不弃…触动人心的点不胜枚举。

看完了三部曲，一段传奇故事结束了，那片中土大陆和那群拯救世界的英雄却深深地留在了我脑海里，并且还会很久很久。",5
对于二十年后的今天，仍然有极高的借鉴学习价值。2021.1.29再看，古韵可见，人心深不可测。,5
谢谢你，我亲爱的，唯一的好朋友。我们终将在人生的某个路口或者转弯遇见,5
原来我大学时候是看过的，还想起当时自己是看着睡着的，以后有时间再过一遍。（好奇你们的评价这么高）,2
有趣好玩，当仆人的比当主子还拽。,4
令人震撼的爱情故事。敢于为爱牺牲的Rose，永远活在Rose记忆中的Jack，灾难面前他们无能为力，但是他们的爱情故事却是无比感人。为他们可惜的同时，也不禁感慨，正是这种悲剧性结局才更让人牵肠挂肚。,4
把孙悟空改成脚踏几条船，和结拜嫂子有染，抓师父献给结拜大哥为了娶大哥妹妹，完全就是欺师灭祖自私自利的渣男叛徒！完全糟蹋了孙悟空，但凡你换个人物不是孙悟空我可能都会信了你粉丝洗脑路人那一套的认为这片真的有深度内涵都不会给你打一星。周星驰自己都不太看好的作品一群人非要拿去硬吹，粉丝因为情怀，不肯摘滤镜承认这片根本不咋的才是最可怕的，为此多少人强行鼓吹这片有深度，有个鬼的深度。,1
根本就是恋童癖，，，一星给女主。,1
希望某部电影的粉丝放过其他科幻电影,5
（９／１０）新年交替之际看完了这片，《是，大臣》的故事可并不只是发生在大英帝国。以前电视台上播的版本有3个多小时（比网上的版本多了1小时），但怎么也找不到了。1994年，中国电影诞生了《背靠背，脸对脸》、《霸王别姬》、《活着》、《蓝风筝》……现在看来，这就是中国电影的巅峰时刻了，但是，黄建新、张艺谋、陈凯歌……在拍了一堆民众关注话题的影片赢得名声后，后来都转过头去卖菊花了，开始各种节操碎一地，而田壮壮则从此下沉。这就是那一代导演的两种主要命运。,5
